pageid,pagetitle,label,revisionid,timestamp,comment,type,editentity,parentid
119,Q21,England,2785724,2017-01-20T00:49:20Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Ingiltere, #mix'n'match""",create,claim,433126523
119,Q21,England,8831,2017-01-24T19:42:45Z,b'Reverted edits by [[Special:Contributions/JayWacker|JayWacker]] ([[User talk:JayWacker|talk]]) to last revision by [[User:Ivi104|Ivi104]]',revert,,433126986
119,Q21,England,83768,2017-01-31T17:55:27Z,b'/* wbsetsitelink-add:1|tyvwiki */ \xd0\x90\xd0\xbd\xd0\xb3\xd0\xbb\xd0\xb8\xd1\x8f',add,sitelink,435723273
120,Q22,Scotland,124251,2016-10-05T16:14:13Z,"b'/* wbsetdescription-set:1|en */ country in North-West Europe, part of the United Kingdom'",set,description,382435453
120,Q22,Scotland,124251,2016-10-05T16:14:33Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3106]]: uk/scotland',create,claim,383990211
120,Q22,Scotland,201849,2016-10-05T18:46:30Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2959]]: [[Q27103360]], #quickstatements'",create,claim,383990277
120,Q22,Scotland,609373,2016-10-08T12:50:19Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2997]]: 16, #quickstatements'",create,claim,384025379
120,Q22,Scotland,609373,2016-10-08T12:50:23Z,"b'/* wbsetreference-add:2| */ [[Property:P2997]]: 16, #quickstatements'",add,reference,384953032
120,Q22,Scotland,65003,2016-10-18T06:24:00Z,b'/* clientsitelink-update:0|zh_min_nanwiki|zh_min_nanwiki:Scotland|zh_min_nanwiki:So\xcd\x98-kek-l\xc3\xa2n */',update,sitelink,384953053
120,Q22,Scotland,65003,2016-10-18T06:24:50Z,b'/* clientsitelink-update:0|zh_min_nanwiki|zh_min_nanwiki:So\xcd\x98-kek-l\xc3\xa2n|zh_min_nanwiki:Scotland */',update,sitelink,390534669
120,Q22,Scotland,250197,2016-10-18T12:19:10Z,b'/* clientsitelink-update:0|cdowiki|cdowiki:S\xc5\xad-g\xc3\xa1ik-l\xc3\xa0ng|cdowiki:Scotland */',update,sitelink,390534690
120,Q22,Scotland,24059,2016-10-23T05:56:30Z,b'/* wbeditentity-update:0| */ Bot: setting proper label for bh',update,entity,390583093
120,Q22,Scotland,161984,2016-10-24T01:24:33Z,b'/* wbeditentity-update:0| */ fix language codes: bh -> bho',update,entity,393086571
120,Q22,Scotland,161984,2016-10-31T17:28:41Z,b'/* wbeditentity-update:0| */ set unit',update,entity,393767087
120,Q22,Scotland,1842367,2016-11-16T12:35:58Z,b'/* wbsetsitelink-add:1|zhwikivoyage */ \xe8\x8b\x8f\xe6\xa0\xbc\xe5\x85\xb0',add,sitelink,398956944
120,Q22,Scotland,410359689,2016-11-22T16:45:32Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1549]]: chavy',update,claim,408276638
120,Q22,Scotland,410359824,2016-11-22T16:46:52Z,b'/* wbsetclaim-update:2||1 */ [[Property:P1549]]: English (en)',update,claim,410359689
120,Q22,Scotland,2496,2016-11-22T16:50:16Z,b'Reverted edits by [[Special:Contributions/194.83.180.1|194.83.180.1]] ([[User talk:194.83.180.1|talk]]) to last revision by [[User:\xe4\xb8\x96\xe7\x95\x8c\xe9\xa6\x96\xe9\x83\xbd\xe7\x8e\xaf\xe6\xb8\xb8|\xe4\xb8\x96\xe7\x95\x8c\xe9\xa6\x96\xe9\x83\xbd\xe7\x8e\xaf\xe6\xb8\xb8]]',revert,,410359824
120,Q22,Scotland,588882,2016-11-26T01:38:13Z,"b'/* wbcreateclaim-create:1| */ [[Property:P244]]: n79123936, based on FAST-ID 1206715'",create,claim,410360504
120,Q22,Scotland,588882,2016-11-26T01:38:15Z,b'/* wbsetreference-add:2| */ [[Property:P244]]: n79123936',add,reference,411462984
120,Q22,Scotland,201849,2016-11-26T19:51:04Z,b'/* wbsetclaim-update:2||1 */ [[Property:P131]]: [[Q145]]',update,claim,411462989
120,Q22,Scotland,201849,2016-12-02T20:52:11Z,"b'/* wbsetsitelink-add:1|fiwikivoyage */ Skotlanti, #quickstatements'",add,sitelink,411714127
120,Q22,Scotland,414833876,2016-12-08T03:12:41Z,b'/* wbsetsitelink-add:1|enwikiversity */ Comparative law and justice/Scotland',add,sitelink,413285056
120,Q22,Scotland,469872,2016-12-18T11:23:27Z,b'/* wbsetsitelink-remove:1|frwikinews */ Cat\xc3\xa9gorie:\xc3\x89cosse',remove,sitelink,414833876
120,Q22,Scotland,5054,2016-12-21T13:43:27Z,b'/* wbsetsitelink-add:1|bswikinews */ Kategorija:\xc5\xa0kotska',add,sitelink,417770661
120,Q22,Scotland,5054,2016-12-21T13:43:29Z,b'/* wbsetsitelink-add:1|cawikinews */ Categoria:Esc\xc3\xb2cia',add,sitelink,418508246
120,Q22,Scotland,5054,2016-12-21T13:43:30Z,b'/* wbsetsitelink-add:1|dewikinews */ Kategorie:Schottland',add,sitelink,418508250
120,Q22,Scotland,5054,2016-12-21T13:43:31Z,b'/* wbsetsitelink-add:1|elwikinews */ \xce\x9a\xce\xb1\xcf\x84\xce\xb7\xce\xb3\xce\xbf\xcf\x81\xce\xaf\xce\xb1:\xce\xa3\xce\xba\xcf\x89\xcf\x84\xce\xaf\xce\xb1',add,sitelink,418508254
120,Q22,Scotland,5054,2016-12-21T13:43:32Z,b'/* wbsetsitelink-add:1|enwikinews */ Category:Scotland',add,sitelink,418508261
120,Q22,Scotland,5054,2016-12-21T13:43:33Z,b'/* wbsetsitelink-add:1|eowikinews */ Kategorio:Skotlando',add,sitelink,418508266
120,Q22,Scotland,5054,2016-12-21T13:43:34Z,b'/* wbsetsitelink-add:1|eswikinews */ Categor\xc3\xada:Escocia',add,sitelink,418508276
120,Q22,Scotland,5054,2016-12-21T13:43:36Z,b'/* wbsetsitelink-add:1|fawikinews */ \xd8\xb1\xd8\xaf\xd9\x87:\xd8\xa7\xd8\xb3\xda\xa9\xd8\xa7\xd8\xaa\xd9\x84\xd9\x86\xd8\xaf',add,sitelink,418508279
120,Q22,Scotland,5054,2016-12-21T13:43:37Z,b'/* wbsetsitelink-add:1|frwikinews */ Cat\xc3\xa9gorie:\xc3\x89cosse',add,sitelink,418508283
120,Q22,Scotland,5054,2016-12-21T13:43:38Z,b'/* wbsetsitelink-add:1|huwikinews */ Kateg\xc3\xb3ria:Sk\xc3\xb3cia',add,sitelink,418508293
120,Q22,Scotland,5054,2016-12-21T13:43:39Z,b'/* wbsetsitelink-add:1|itwikinews */ Categoria:Scozia',add,sitelink,418508294
120,Q22,Scotland,5054,2016-12-21T13:43:40Z,b'/* wbsetsitelink-add:1|nowikinews */ Kategori:Skottland',add,sitelink,418508298
120,Q22,Scotland,5054,2016-12-21T13:43:42Z,b'/* wbsetsitelink-add:1|plwikinews */ Kategoria:Szkocja',add,sitelink,418508302
120,Q22,Scotland,5054,2016-12-21T13:43:43Z,b'/* wbsetsitelink-add:1|ptwikinews */ Categoria:Esc\xc3\xb3cia',add,sitelink,418508306
120,Q22,Scotland,5054,2016-12-21T13:43:44Z,b'/* wbsetsitelink-add:1|ruwikinews */ \xd0\x9a\xd0\xb0\xd1\x82\xd0\xb5\xd0\xb3\xd0\xbe\xd1\x80\xd0\xb8\xd1\x8f:\xd0\xa8\xd0\xbe\xd1\x82\xd0\xbb\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xb8\xd1\x8f',add,sitelink,418508310
120,Q22,Scotland,5054,2016-12-21T13:43:45Z,b'/* wbsetsitelink-add:1|sqwikinews */ Kategoria:Skoci',add,sitelink,418508313
120,Q22,Scotland,5054,2016-12-21T13:43:46Z,b'/* wbsetsitelink-add:1|srwikinews */ \xd0\x9a\xd0\xb0\xd1\x82\xd0\xb5\xd0\xb3\xd0\xbe\xd1\x80\xd0\xb8\xd1\x98\xd0\xb0:\xd0\xa8\xd0\xba\xd0\xbe\xd1\x82\xd1\x81\xd0\xba\xd0\xb0',add,sitelink,418508318
120,Q22,Scotland,5054,2016-12-21T13:43:47Z,b'/* wbsetsitelink-add:1|svwikinews */ Kategori:Skottland',add,sitelink,418508322
120,Q22,Scotland,5054,2016-12-21T13:43:48Z,b'/* wbsetsitelink-add:1|trwikinews */ Kategori:\xc4\xb0sko\xc3\xa7ya',add,sitelink,418508325
120,Q22,Scotland,5054,2016-12-21T13:43:49Z,b'/* wbsetsitelink-add:1|zhwikinews */ Category:\xe8\x98\x87\xe6\xa0\xbc\xe8\x98\xad',add,sitelink,418508330
120,Q22,Scotland,418653448,2016-12-22T05:53:52Z,b'/* wbsetsitelink-set:1|tlwiki */ Eskosya',set,sitelink,418508333
120,Q22,Scotland,2580335,2016-12-23T19:11:52Z,b'/* wbsetlabel-set:1|ar */ \xd8\xa7\xd8\xb3\xd9\x83\xd8\xaa\xd9\x84\xd9\x86\xd8\xaf\xd8\xa7',set,label,418653448
120,Q22,Scotland,2580335,2016-12-23T19:11:54Z,b'/* wbsetaliases-add:1|ar */ \xd8\xa5\xd8\xb3\xd9\x83\xd8\xaa\xd9\x84\xd9\x86\xd8\xaf\xd8\xa7',add,aliase,419293962
120,Q22,Scotland,2732206,2016-12-24T01:40:30Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Scotland-United-Kingdom, #mix'n'match""",create,claim,419293972
120,Q22,Scotland,36903,2016-12-24T07:50:10Z,b'/* wbsetsitelink-set:1|tlwiki */ Scotland',set,sitelink,419429844
120,Q22,Scotland,3328,2016-12-24T11:39:28Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Scotland, #mix'n'match""",create,claim,419510653
120,Q22,Scotland,24059,2016-12-27T06:22:48Z,"b'/* wbsetclaim-update:2||1 */ [[Property:P2046]]: 78,782 square kilometre'",update,claim,419608064
120,Q22,Scotland,54239,2017-01-04T21:23:29Z,b'/* wbsetdescription-add:1|bg */ \xd1\x87\xd0\xb0\xd1\x81\xd1\x82 \xd0\xbe\xd1\x82 \xd0\x9e\xd0\xb1\xd0\xb5\xd0\xb4\xd0\xb8\xd0\xbd\xd0\xb5\xd0\xbd\xd0\xbe\xd1\x82\xd0\xbe \xd0\xba\xd1\x80\xd0\xb0\xd0\xbb\xd1\x81\xd1\x82\xd0\xb2\xd0\xbe \xd0\x92\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba\xd0\xbe\xd0\xb1\xd1\x80\xd0\xb8\xd1\x82\xd0\xb0\xd0\xbd\xd0\xb8\xd1\x8f \xd0\xb8 \xd0\xa1\xd0\xb5\xd0\xb2\xd0\xb5\xd1\x80\xd0\xbd\xd0\xb0 \xd0\x98\xd1\x80\xd0\xbb\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xb8\xd1\x8f',add,description,421188284
120,Q22,Scotland,54239,2017-01-04T21:24:15Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd1\x88\xd0\xbe\xd1\x82\xd0\xbb\xd0\xb0\xd0\xbd\xd0\xb4\xd1\x86\xd0\xb8',create,claim,424276077
120,Q22,Scotland,54239,2017-01-04T21:24:44Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd1\x88\xd0\xbe\xd1\x82\xd0\xbb\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xb5\xd1\x86',create,claim,424276203
120,Q22,Scotland,54239,2017-01-04T21:24:57Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: \xd1\x88\xd0\xbe\xd1\x82\xd0\xbb\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xba\xd0\xb0',create,claim,424276262
120,Q22,Scotland,54239,2017-01-04T21:25:23Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1549]]: \xd1\x88\xd0\xbe\xd1\x82\xd0\xbb\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xba\xd0\xb0',update,claim,424276289
120,Q22,Scotland,4279,2017-01-05T19:07:13Z,b'/* wbremoveclaims-remove:1| */ [[Property:P3417]]: Scotland-United-Kingdom',remove,claim,424276355
120,Q22,Scotland,101154,2017-01-07T11:48:49Z,b'/* wbsetclaim-create:2||1 */ [[Property:P421]]: [[Q16894228]]',create,claim,424569995
120,Q22,Scotland,2123122,2017-01-10T10:01:10Z,"b'/* wbsetdescription-add:1|hr */ dr\xc5\xbeava sjeverozapadne Europe, \xc4\x8dlanica Ujedinjenog Kraljevstva'",add,description,425383322
120,Q22,Scotland,2123122,2017-01-10T10:01:11Z,b'/* wbsetaliases-add:1|hr */ Kaledonija',add,aliase,426286828
121,Q25,Wales,124251,2016-10-05T16:15:06Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3106]]: uk/wales',create,claim,382435734
121,Q25,Wales,201849,2016-10-05T18:46:32Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2959]]: [[Q27103330]], #quickstatements'",create,claim,383990388
121,Q25,Wales,250197,2016-10-18T12:19:32Z,b'/* clientsitelink-update:0|cdowiki|cdowiki:\xc5\xaci-\xc4\xab-s\xc3\xaa\xcc\xa4\xe1\xb9\xb3|cdowiki:Wales */',update,sitelink,384025386
121,Q25,Wales,273440,2016-10-18T14:31:12Z,"b'/* wbcreateclaim-create:1| */ [[Property:P150]]: [[Q748065]], Added via [[Wikidata:Primary sources tool]]'",create,claim,390583181
121,Q25,Wales,293576,2016-10-18T14:59:51Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P150]]: [[Q748065]]',update,claim,390610846
121,Q25,Wales,24059,2016-10-23T05:56:34Z,"b'/* wbeditentity-update:0| */ Bot: setting proper label for bh,co'",update,entity,390617895
121,Q25,Wales,161984,2016-10-24T01:24:35Z,b'/* wbeditentity-update:0| */ fix language codes: bh -> bho',update,entity,393086592
121,Q25,Wales,1842367,2016-10-26T15:18:35Z,b'/* wbsetsitelink-add:1|zhwikivoyage */ \xe5\xa8\x81\xe5\xb0\x94\xe5\xa3\xab',add,sitelink,393767102
121,Q25,Wales,8317,2016-11-03T15:34:32Z,b'/* wbsetdescription-set:1|en */ country in north-west Europe',set,description,396103001
121,Q25,Wales,8317,2016-11-03T15:34:34Z,b'/* wbsetdescription-set:1|cy */ gwlad yng ngogledd Ewrop',set,description,400406820
121,Q25,Wales,201849,2016-11-26T20:02:57Z,b'/* wbsetclaim-update:2||1 */ [[Property:P131]]: [[Q145]]',update,claim,400406829
121,Q25,Wales,412273360,2016-11-29T10:36:00Z,b'/* wbsetsitelink-add:1|olowiki */ Kymrinmua',add,sitelink,411715974
121,Q25,Wales,1522796,2016-12-03T03:54:14Z,b'/* clientsitelink-remove:1||nahwiki */ Wales',remove,sitelink,412273360
121,Q25,Wales,201849,2016-12-03T07:47:44Z,"b'/* wbsetsitelink-add:1|fiwikivoyage */ Wales, #quickstatements'",add,sitelink,413358947
121,Q25,Wales,8317,2016-12-05T14:45:21Z,"b'/* wbsetaliases-add:3|cy */ cym, Gwales, Gwalia'",add,aliase,413392947
121,Q25,Wales,2732206,2016-12-24T00:30:40Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Cymru, #mix'n'match""",create,claim,414079536
121,Q25,Wales,3328,2016-12-24T11:39:54Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Wales, #mix'n'match""",create,claim,419404031
121,Q25,Wales,24059,2016-12-27T06:22:55Z,"b'/* wbsetclaim-update:2||1 */ [[Property:P2046]]: 20,779 square kilometre'",update,claim,419608262
121,Q25,Wales,54239,2017-01-04T22:20:05Z,b'/* wbsetdescription-add:1|bg */ \xd1\x87\xd0\xb0\xd1\x81\xd1\x82 \xd0\xbe\xd1\x82 \xd0\x9e\xd0\xb1\xd0\xb5\xd0\xb4\xd0\xb8\xd0\xbd\xd0\xb5\xd0\xbd\xd0\xbe\xd1\x82\xd0\xbe \xd0\xba\xd1\x80\xd0\xb0\xd0\xbb\xd1\x81\xd1\x82\xd0\xb2\xd0\xbe \xd0\x92\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba\xd0\xbe\xd0\xb1\xd1\x80\xd0\xb8\xd1\x82\xd0\xb0\xd0\xbd\xd0\xb8\xd1\x8f \xd0\xb8 \xd0\xa1\xd0\xb5\xd0\xb2\xd0\xb5\xd1\x80\xd0\xbd\xd0\xb0 \xd0\x98\xd1\x80\xd0\xbb\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xb8\xd1\x8f',add,description,421188299
121,Q25,Wales,4279,2017-01-05T19:08:03Z,b'/* wbremoveclaims-remove:1| */ [[Property:P3417]]: Cymru',remove,claim,424284533
121,Q25,Wales,101154,2017-01-07T11:49:27Z,b'/* wbsetclaim-create:2||1 */ [[Property:P421]]: [[Q16894228]]',create,claim,424570255
121,Q25,Wales,2123122,2017-01-10T13:54:20Z,b'/* wbsetdescription-add:1|hr */ zemlja sjeverozapadne europe',add,description,425383576
121,Q25,Wales,2123122,2017-01-10T13:54:35Z,b'/* wbsetdescription-set:1|hr */ zemlja sjeverozapadne Europe',set,description,426381333
121,Q25,Wales,2123122,2017-01-10T14:32:56Z,"b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: vel\xc5\xa1anin, vel\xc5\xa1anka'",create,claim,426381423
121,Q25,Wales,2123122,2017-01-10T14:33:22Z,"b'/* wbremoveclaims-remove:1| */ [[Property:P1549]]: vel\xc5\xa1anin, vel\xc5\xa1anka'",remove,claim,426399152
121,Q25,Wales,2123122,2017-01-10T14:34:24Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: vel\xc5\xa1anin',create,claim,426399313
121,Q25,Wales,2123122,2017-01-10T14:35:22Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1549]]: vel\xc5\xa1anka',create,claim,426399726
121,Q25,Wales,2123122,2017-01-10T14:35:39Z,"b'/* wbsetdescription-set:1|hr */ dr\xc5\xbeava sjeverozapadne Europe, \xc4\x8dlanica Ujedinjenog Kraljevstva'",set,description,426400110
121,Q25,Wales,2123122,2017-01-10T14:35:41Z,"b'/* wbsetaliases-add:3|hr */ WAL, WLS, Cymru'",add,aliase,
121,Q25,Wales,431244124,2017-01-16T20:18:17Z,b'/* wbsetlabel-set:1|en */ Waleshi',set,label,426400314
121,Q25,Wales,431245557,2017-01-16T20:20:54Z,b'/* wbsetlabel-set:1|en */ Wales',set,label,431244124
121,Q25,Wales,2785724,2017-01-20T00:43:18Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Vels, #mix'n'match""",create,claim,431245557
121,Q25,Wales,436371497,2017-01-26T18:46:55Z,b'/* wbsetdescription-set:1|en */ country in jamaica',set,description,433126428
121,Q25,Wales,631372,2017-01-26T18:52:10Z,b'/* undo:0||436371497|63.143.114.58 */',undo,,436371497
121,Q25,Wales,2785724,2017-01-26T22:23:30Z,b'/* wbremoveclaims-remove:1| */ [[Property:P3417]]: Vels',remove,claim,436372702
122,Q26,Northern Ireland,1398606,2016-10-03T04:09:50Z,b'/* wbcreateclaim-create:1| */ [[Property:P3221]]: destination/northern-ireland',create,claim,382482465
122,Q26,Northern Ireland,124251,2016-10-05T16:12:55Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3106]]: uk/northernireland',create,claim,383396843
122,Q26,Northern Ireland,201849,2016-10-05T18:46:34Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2959]]: [[Q25690650]], #quickstatements'",create,claim,383989925
122,Q26,Northern Ireland,250197,2016-10-18T12:19:54Z,b'/* clientsitelink-update:0|cdowiki|cdowiki:B\xc3\xa1e\xcc\xa4k \xc3\x81i-\xc4\xab-l\xc3\xa0ng|cdowiki:B\xc3\xa1e\xcc\xa4k Ireland */',update,sitelink,384025393
122,Q26,Northern Ireland,24059,2016-10-23T05:56:37Z,b'/* wbeditentity-update:0| */ Bot: setting proper label for bh',update,entity,390583266
122,Q26,Northern Ireland,161984,2016-10-24T01:24:36Z,b'/* wbeditentity-update:0| */ fix language codes: bh -> bho',update,entity,393086610
122,Q26,Northern Ireland,143783,2016-11-12T14:13:38Z,b'/* clientsitelink-update:0|thwiki|thwiki:\xe0\xb9\x84\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb8\x99\xe0\xb8\x94\xe0\xb9\x8c\xe0\xb9\x80\xe0\xb8\xab\xe0\xb8\x99\xe0\xb8\xb7\xe0\xb8\xad|thwiki:\xe0\xb8\x99\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x80\xe0\xb8\x97\xe0\xb8\xb4\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb8\x99\xe0\xb8\x94\xe0\xb9\x8c */',update,sitelink,393767122
122,Q26,Northern Ireland,143783,2016-11-12T14:13:42Z,b'/* wbsetlabel-set:1|th */ \xe0\xb8\x99\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x80\xe0\xb8\x97\xe0\xb8\xb4\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb8\x99\xe0\xb8\x94\xe0\xb9\x8c',set,label,406215542
122,Q26,Northern Ireland,143783,2016-11-12T14:13:43Z,b'/* wbsetaliases-add:1|th */ \xe0\xb9\x84\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb8\x99\xe0\xb8\x94\xe0\xb9\x8c\xe0\xb9\x80\xe0\xb8\xab\xe0\xb8\x99\xe0\xb8\xb7\xe0\xb8\xad',add,aliase,406215559
122,Q26,Northern Ireland,300617,2016-11-16T16:00:27Z,b'/* wbsetsitelink-add:1|zhwikivoyage */ \xe5\x8c\x97\xe7\x88\xb1\xe5\xb0\x94\xe5\x85\xb0',add,sitelink,406215567
122,Q26,Northern Ireland,161824,2016-11-28T10:35:01Z,b'/* clientsitelink-update:0|thwiki|thwiki:\xe0\xb8\x99\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x80\xe0\xb8\x97\xe0\xb8\xb4\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb8\x99\xe0\xb8\x94\xe0\xb9\x8c|thwiki:\xe0\xb9\x84\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb8\x99\xe0\xb8\x94\xe0\xb9\x8c\xe0\xb9\x80\xe0\xb8\xab\xe0\xb8\x99\xe0\xb8\xb7\xe0\xb8\xad */',update,sitelink,408346886
122,Q26,Northern Ireland,2936,2016-12-03T14:13:41Z,"b'/* wbsetsitelink-add:1|fiwikivoyage */ Pohjois-Irlanti, #quickstatements'",add,sitelink,412035450
122,Q26,Northern Ireland,414832965,2016-12-08T02:26:58Z,b'/* wbsetsitelink-add:1|enwikiversity */ Comparative law and justice/England & Northern Ireland',add,sitelink,413537541
122,Q26,Northern Ireland,418654198,2016-12-22T06:09:46Z,b'/* wbsetsitelink-remove:1|tlwiki */ Hilagang Ireland',remove,sitelink,414832965
122,Q26,Northern Ireland,418654920,2016-12-22T06:20:02Z,b'/* wbsetdescription-add:1|tl */ isang bahagi ng Nagkakaisang Kaharian',add,description,418654198
122,Q26,Northern Ireland,88422,2016-12-22T07:25:18Z,b'/* wbmergeitems-from:0||Q28048360 */ [[MediaWiki:Gadget-Merge.js|merge.js]]',merge,mergeitems,418654920
122,Q26,Northern Ireland,4279,2016-12-23T23:20:34Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Northern-Ireland-1, #mix'n'match""",create,claim,418661781
122,Q26,Northern Ireland,54239,2017-01-04T22:20:41Z,b'/* wbsetdescription-add:1|bg */ \xd1\x87\xd0\xb0\xd1\x81\xd1\x82 \xd0\xbe\xd1\x82 \xd0\x9e\xd0\xb1\xd0\xb5\xd0\xb4\xd0\xb8\xd0\xbd\xd0\xb5\xd0\xbd\xd0\xbe\xd1\x82\xd0\xbe \xd0\xba\xd1\x80\xd0\xb0\xd0\xbb\xd1\x81\xd1\x82\xd0\xb2\xd0\xbe \xd0\x92\xd0\xb5\xd0\xbb\xd0\xb8\xd0\xba\xd0\xbe\xd0\xb1\xd1\x80\xd0\xb8\xd1\x82\xd0\xb0\xd0\xbd\xd0\xb8\xd1\x8f \xd0\xb8 \xd0\xa1\xd0\xb5\xd0\xb2\xd0\xb5\xd1\x80\xd0\xbd\xd0\xb0 \xd0\x98\xd1\x80\xd0\xbb\xd0\xb0\xd0\xbd\xd0\xb4\xd0\xb8\xd1\x8f',add,description,419380043
122,Q26,Northern Ireland,101154,2017-01-07T11:50:15Z,b'/* wbsetclaim-create:2||1 */ [[Property:P421]]: [[Q16894228]]',create,claim,424284612
122,Q26,Northern Ireland,101154,2017-01-07T12:00:56Z,b'/* wbsetclaim-update:2||1 */ [[Property:P421]]: [[Q28145993]]',update,claim,425383792
122,Q26,Northern Ireland,2123122,2017-01-10T14:38:52Z,"b'/* wbsetdescription-add:1|hr */ regija sjeverozapadne Europe, \xc4\x8dlanica Ujedinjenog Kraljevstva'",add,description,425386737
122,Q26,Northern Ireland,1779525,2017-01-23T11:52:34Z,b'/* clientsitelink-update:0|diqwiki|diqwiki:\xc4\xb0rlandaya Z\xc4\xb1mey|diqwiki:\xc4\xb0rlanday Z\xc4\xb1mey */',update,sitelink,426401973
122,Q26,Northern Ireland,20256,2017-01-29T05:50:01Z,"b'/* wbsetaliases-set:3|en */ NIR, UKN, North Ireland'",set,aliase,435131016
124,Q28,Hungary,1398606,2016-10-03T03:03:35Z,b'/* wbcreateclaim-create:1| */ [[Property:P3221]]: destination/hungary',create,claim,378072018
124,Q28,Hungary,124251,2016-10-05T19:03:46Z,b'/* wbsetclaim-create:2||1 */ [[Property:P3106]]: world/hungary',create,claim,383385259
124,Q28,Hungary,609373,2016-10-08T10:58:08Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3270]]: 3, #quickstatements'",create,claim,384029037
124,Q28,Hungary,609373,2016-10-08T10:58:11Z,"b'/* wbsetreference-add:2| */ [[Property:P3270]]: 3, #quickstatements'",add,reference,384904240
124,Q28,Hungary,609373,2016-10-08T11:14:24Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3271]]: 16, #quickstatements'",create,claim,384904265
124,Q28,Hungary,609373,2016-10-08T11:14:26Z,"b'/* wbsetreference-add:2| */ [[Property:P3271]]: 16, #quickstatements'",add,reference,384912340
124,Q28,Hungary,609373,2016-10-08T12:49:41Z,"b'/* wbcreateclaim-create:1| */ [[Property:P2997]]: 18, #quickstatements'",create,claim,384912368
124,Q28,Hungary,609373,2016-10-08T12:49:44Z,"b'/* wbsetreference-add:2| */ [[Property:P2997]]: 18, #quickstatements'",add,reference,384952793
124,Q28,Hungary,161984,2016-10-09T14:22:37Z,b'/* wbcreateclaim-create:1| */ [[Property:P3238]]: 06',create,claim,384952815
124,Q28,Hungary,148056,2016-10-10T13:05:19Z,b'/* wbsetclaim-update:2||1 */ [[Property:P47]]: [[Q83286]]',update,claim,385514649
124,Q28,Hungary,148056,2016-10-10T13:05:22Z,b'/* wbremoveclaims-remove:1| */ [[Property:P47]]: [[Q458]]',remove,claim,386101553
124,Q28,Hungary,2336219,2016-10-12T06:52:36Z,b'/* wbeditentity-update:0| */ Added sitelink to [[w:olo:Vengrii]]',update,entity,386101578
